PAA Title,Parent,Text,URL,URL Title
Which was the first AI language?,How can I learn AI by myself?,functional language Lisp  The first practical and still most widely used AI programming language is the functional language Lisp developed by John McCarthy in the late 1950s.,https://www.dfki.de/~neumann/publications/new-ps/ai-pgr.pdf,Programming Languages in Artificial Intelligence
Who started AI in India?,How can I learn AI by myself?,professor H.N. Mahabala  AI entered India through the works of professor H.N. Mahabala in the 1960s. Knowledge-Based Computing Systems (KBCS) created in 1986 by UNDP also paved way for India to focus on AI. 21-Nov-2022,"https://karpagamtech.ac.in/indias-ai-journey/#:~:text=AI%20entered%20India%20through%20the,India%20to%20focus%20on%20AI.",India's AI Journey - Karpagam Institute of Technology
Who created artificial intelligence?,Who is the world leader in AI?,   The earliest substantial work in the field of artificial intelligence was done in the mid-20th century by the British logician and computer pioneer Alan Mathison Turing.,"https://www.britannica.com/technology/artificial-intelligence/Alan-Turing-and-the-beginning-of-AI#:~:text=The%20earliest%20substantial%20work%20in,computer%20pioneer%20Alan%20Mathison%20Turing.",Artificial intelligence - Alan Turing and the beginning of AI | Britannica
What are 3 benefits of AI?,Who is the world leader in AI?,What are the advantages of Artificial Intelligence? AI drives down the time taken to perform a task. ...  AI enables the execution of hitherto complex tasks without significant cost outlays. AI operates 24x7 without interruption or breaks and has no downtime. AI augments the capabilities of differently abled individuals. More items...,https://www.hcltech.com/technology-qa/what-are-the-advantages-of-artificial-intelligence,What are the advantages of Artificial Intelligence? | HCLTech
What is the biggest advantage of AI?,Who is the world leader in AI?,"One of the biggest advantages of Artificial Intelligence is that it can significantly reduce errors and increase accuracy and precision. The decisions taken by AI in every step is decided by information previously gathered and a certain set of algorithms. When programmed properly, these errors can be reduced to null. 27-Jan-2023","https://www.simplilearn.com/advantages-and-disadvantages-of-artificial-intelligence-article#:~:text=One%20of%20the%20biggest%20advantages,can%20be%20reduced%20to%20null.",Top Advantages and Disadvantages of Artificial Intelligence [2023 Edition]
What is future of artificial intelligence?,Where is the birthplace of AI?,"Artificial intelligence is shaping the future of humanity across nearly every industry. It is already the main driver of emerging technologies like big data, robotics and IoT, and it will continue to act as a technological innovator for the foreseeable future. 08-Aug-2022","https://builtin.com/artificial-intelligence/artificial-intelligence-future#:~:text=Artificial%20intelligence%20is%20shaping%20the,innovator%20for%20the%20foreseeable%20future.",The Future of AI: How Artificial Intelligence Will Change the World
Why do we need artificial intelligence?,Where is the birthplace of AI?,"Today, the amount of data that is generated, by both humans and machines, far outpaces humans' ability to absorb, interpret, and make complex decisions based on that data. Artificial intelligence forms the basis for all computer learning and is the future of all complex decision making.","https://www.netapp.com/artificial-intelligence/what-is-artificial-intelligence/#:~:text=Today%2C%20the%20amount%20of%20data,of%20all%20complex%20decision%20making.",What Is Artificial Intelligence or AI and why is it Important | NetApp
What are the 4 stages of AI?,Where is the birthplace of AI?,"Understanding the 4 Types of Artificial Intelligence (AI) Reactive AI. The most basic type of artificial intelligence is reactive AI, which is programmed to provide a predictable output based on the input it receives. ...  Limited Memory AI. ...  Theory of Mind AI. ...  Self-aware AI. ...  Going Further with Artificial Intelligence. 09-May-2021",https://www.linkedin.com/pulse/understanding-4-types-artificial-intelligence-ai-bernard-marr,Understanding the 4 Types of Artificial Intelligence (AI) - LinkedIn
Who is the father of AI in India?,How was AI born?,Dabbala Rajagopal ""Raj"" Reddy (born 13 June 1937) is an Indian-born American computer scientist and a winner of the Turing Award. He is one of the early pioneers of artificial intelligence and has served on the faculty of Stanford and Carnegie Mellon for over 50 years. ...  Raj Reddy Doctoral advisor John McCarthy 10 more rows,https://en.wikipedia.org/wiki/Raj_Reddy,Raj Reddy - Wikipedia
Is AI a girl or boy?,How was AI born?,"Yes, many bots and AI agents are cast as female, especially voice assistants. Siri and Alexa have names that identify them as women. That's because when testing the systems, developers discovered that users were more comfortable with female assistants, perhaps because of a stereotype of women as helpmates. 16-Jan-2020","https://techonomy.com/is-ai-male/#:~:text=Yes%2C%20many%20bots%20and%20AI,stereotype%20of%20women%20as%20helpmates.",Is AI Male? - Techonomy
When was AI first founded?,How was AI born?,"1956  The beginnings of modern AI can be traced to classical philosophers' attempts to describe human thinking as a symbolic system. But the field of AI wasn't formally founded until 1956, at a conference at Dartmouth College, in Hanover, New Hampshire, where the term ""artificial intelligence"" was coined. 09-Dec-2021","https://www.livescience.com/49007-history-of-artificial-intelligence.html#:~:text=The%20beginnings%20of%20modern%20AI,%22artificial%20intelligence%22%20was%20coined.",A Brief History of Artificial Intelligence | Live Science
Who is the father of AI?,What is future of artificial intelligence?,John McCarthy  John McCarthy was one of the most influential people in the field. He is known as the ""father of artificial intelligence"" because of his fantastic work in Computer Science and AI. McCarthy coined the term ""artificial intelligence"" in the 1950s. 13-Oct-2022,"https://indiaai.gov.in/article/who-is-the-father-of-artificial-intelligence#:~:text=John%20McCarthy%20was%20one%20of,artificial%20intelligence%22%20in%20the%201950s.",Who is the father of Artificial Intelligence? - INDIAai
Is AI good or evil?,What is future of artificial intelligence?,"AI isn't inherently moral -- it can be used for evil just as well as for good. And while it may appear that AI provides an advantage for the good guys in security now, the pendulum may swing when the bad guys really embrace it to do things like unleashing malware infections that can learn from their hosts.","https://www.techtarget.com/searchsecurity/feature/AI-for-good-or-evil-AI-dangers-advantages-and-decisions#:~:text=AI%20isn't%20inherently%20moral,can%20learn%20from%20their%20hosts.","AI for good or evil? AI dangers, advantages and decisions"
Who is the mother of AI?,What is future of artificial intelligence?,"   Lynn Andrea Stein—The Mother of Robots    As a mother of AI, it is important to note that Dr. Stein is also the “mother” of a humanoid robot named Cog, a project from MIT that learned from and imitated human behavior (and has the greatest FAQ page of all time).","https://www.sparkcognition.com/12-mothers-ai/#:~:text=Lynn%20Andrea%20Stein%E2%80%94The%20Mother,FAQ%20page%20of%20all%20time).",The Mothers of Artificial Intelligence | SparkCognition
Is studying AI difficult?,What are the 4 types of AI?,"Learning AI is not an easy task, especially if you're not a programmer, but it's imperative to learn at least some AI. It can be done by all. Courses range from basic understanding to full-blown master's degrees in it. And all agree it can't be avoided. 05-Feb-2023","https://www.simplilearn.com/time-to-learn-artificial-intelligence-ai-article#:~:text=Learning%20AI%20is%20not%20an,it%20can't%20be%20avoided.",Time to Learn AI - Simplilearn
Can I study AI without maths?,What are the 4 types of AI?,"In AI research, math is essential. It's necessary to dissect models, invent new algorithms and write papers. 27-Jun-2021","https://towardsdatascience.com/you-dont-need-math-for-machine-learning-e168b7d973d4#:~:text=In%20AI%20research%2C%20math%20is,new%20algorithms%20and%20write%20papers.",You Don't Need Math For Machine Learning - Towards Data Science
Can I study AI after 12th?,What are the 4 types of AI?,"In India, many institutes and websites offer Artificial Intelligence Courses After the 12th. Candidates would be eligible to apply for the Artificial Intelligence course after the completion of their class 12th exam. Students can opt for AI in their BTech/BE and MTech/ME. 05-Jan-2023","https://collegedunia.com/courses/artificial-intelligence/artificial-intelligence-courses-after-12th#:~:text=In%20India%2C%20many%20institutes%20and,%2FBE%20and%20MTech%2FME.","Artificial Intelligence Courses After 12th 2023: Eligibility, Admission ..."
What exactly AI means?,In which field AI is used?,Artificial intelligence  Artificial intelligence leverages computers and machines to mimic the problem-solving and decision-making capabilities of the human mind.,"https://www.ibm.com/topics/artificial-intelligence#:~:text=Artificial%20intelligence%20leverages%20computers%20and,capabilities%20of%20the%20human%20mind",What is Artificial Intelligence (AI) ? | IBM
Is Siri an AI?,In which field AI is used?,"   Siri is Apple's virtual assistant for iOS, macOS, tvOS and watchOS devices that uses voice recognition and is powered by artificial intelligence (AI).","https://www.techtarget.com/searchmobilecomputing/definition/Siri#:~:text=Siri%20is%20Apple's%20virtual%20assistant,by%20artificial%20intelligence%20(AI).",What is Siri? | Definition from TechTarget
What is Python used for?,In which field AI is used?,"Python is a computer programming language often used to build websites and software, automate tasks, and conduct data analysis. Python is a general-purpose language, meaning it can be used to create a variety of different programs and isn't specialized for any specific problems. 14-Nov-2022","https://www.coursera.org/articles/what-is-python-used-for-a-beginners-guide-to-using-python#:~:text=Python%20is%20a%20computer%20programming,specialized%20for%20any%20specific%20problems.",What Is Python Used For? A Beginner's Guide - Coursera
